CO_IES|NO_IES|CO_CATEGORIA_ADMINISTRATIVA|DS_CATEGORIA_ADMINISTRATIVA|CO_ORGANIZACAO_ACADEMICA|DS_ORGANIZACAO_ACADEMICA|CO_CURSO|NO_CURSO|CO_GRAU_ACADEMICO|CO_MODALIDADE_ENSINO|CO_NIVEL_ACADEMICO|CO_ALUNO_CURSO|CO_ALUNO|CO_COR_RACA_ALUNO|DS_COR_RACA_ALUNO|IN_SEXO_ALUNO|DS_SEXO_ALUNO|NU_ANO_ALUNO_NASC|NU_DIA_ALUNO_NASC|NU_MES_ALUNO_NASC|NU_IDADE_ALUNO|CO_NACIONALIDADE_ALUNO|CO_PAIS_ORIGEM_ALUNO|CO_UF_NASCIMENTO|CO_MUNICIPIO_NASCIMENTO|CO_ALUNO_SITUACAO|IN_ALUNO_DEFICIENCIA|IN_DEF_AUDITIVA|IN_DEF_FISICA|IN_DEF_INTELECTUAL|IN_DEF_MULTIPLA|IN_DEF_SURDEZ|IN_DEF_SURDOCEGUEIRA|IN_DEF_BAIXA_VISAO|IN_DEF_CEGUEIRA|DT_INGRESSO_CURSO|IN_ATIVIDADE_COMPLEMENTAR|IN_RESERVA_VAGAS|IN_FINANC_ESTUDANTIL|IN_APOIO_SOCIAL|CO_CURSO_POLO|CO_TURNO_ALUNO|IN_ING_VESTIBULAR|IN_ING_ENEM|IN_ING_OUTRA_FORMA_SELECAO|IN_ING_CONVENIO_PECG|IN_ING_OUTRA_FORMA|IN_RESERVA_ETNICO|IN_RESERVA_DEFICIENCIA|IN_RESERVA_ENSINO_PUBLICO|IN_RESERVA_RENDA_FAMILIAR|IN_RESERVA_OUTROS|IN_FIN_REEMB_FIES|IN_FIN_REEMB_ESTADUAL|IN_FIN_REEMB_MUNICIPAL|IN_FIN_REEMB_PROG_IES|IN_FIN_REEMB_ENT_EXTERNA|IN_FIN_REEMB_OUTRA|IN_FIN_NAOREEMB_PROUNI_INTEGR|IN_FIN_NAOREEMB_PROUNI_PARCIAL|IN_FIN_NAOREEMB_ESTADUAL|IN_FIN_NAOREEMB_MUNICIPAL|IN_FIN_NAOREEMB_PROG_IES|IN_FIN_NAOREEMB_ENT_EXTERNA|IN_FIN_NAOREEMB_OUTRA|IN_APOIO_ALIMENTACAO|IN_APOIO_BOLSA_PERMANENCIA|IN_APOIO_BOLSA_TRABALHO|IN_APOIO_MATERIAL_DIDATICO|IN_APOIO_MORADIA|IN_APOIO_TRANSPORTE|IN_COMPL_ESTAGIO|IN_COMPL_EXTENSAO|IN_COMPL_MONITORIA|IN_COMPL_PESQUISA|IN_BOLSA_ESTAGIO|IN_BOLSA_EXTENSAO|IN_BOLSA_MONITORIA|IN_BOLSA_PESQUISA|TP_PROCEDE_EDUC_PUBLICA|IN_MATRICULA|IN_CONCLUINTE|IN_INGRESSO|IN_INGRESSO_PROCESSO_SELETIVO|IN_INGRESSO_OUTRAS_FORMAS|ANO_INGRESSO
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|96981|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS|3|1|1|5065105|400003471299|0|Não declarado|0|Masculino|1984|16|04|26|1|10|35|3550308|6|0|||||||||01AUG2007:00:00:00|0|0|0|0||1|1|0|0||0|||||||||||||||||||||||||||||||||1|1|1|0|0|0|2007
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|96981|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS|3|1|1|5066161|400003264738|0|Não declarado|1|Feminino|1984|30|10|26|1|10|31|3135209|2|0|||||||||01FEB2007:00:00:00|0|0|0|0||3|1|0|0||0|||||||||||||||||||||||||||||||||1|1|0|0|0|0|2007
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|96981|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS|3|1|1|5065601|400003479213|6|Não dispõe da informação|1|Feminino|1979|19|01|31|1|10|31|3135209|4|0|||||||||11FEB2008:00:00:00|0|0|0|0||2|1|0|0||0|||||||||||||||||||||||||||||||||2|0|0|0|0|0|2008
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|96981|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS|3|1|1|12621946|400003469997|6|Não dispõe da informação|0|Masculino|1988|01|04|22|1|10|31|3135209|4|0|||||||||28JUL2007:00:00:00|0|0|0|0||1|1|0|0||0|||||||||||||||||||||||||||||||||1|0|0|0|0|0|2007
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|96981|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS|3|1|1|6594304|400009343008|3|Parda|1|Feminino|1992|14|05|18|1|10|31|3168002|2|0|||||||||27JAN2010:00:00:00|0|0|0|0||1|1|0|0||0|||||||||||||||||||||||||||||||||1|1|0|1|1|0|2010
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|96981|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS|3|1|1|6603009|400009345504|3|Parda|0|Masculino|1992|26|02|18|1|10|31|3135209|2|0|||||||||21JAN2010:00:00:00|0|0|0|0||1|1|0|0||0|||||||||||||||||||||||||||||||||1|1|0|1|1|0|2010
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|96981|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS|3|1|1|6993615|400009432306|6|Não dispõe da informação|0|Masculino|1989|29|12|21|1|10|31|3162401|2|0|||||||||16AUG2010:00:00:00|0|0|0|0||2|0|1|0||0|||||||||||||||||||||||||||||||||1|1|0|1|1|0|2010
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|96981|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS|3|1|1|6608362|400009346299|3|Parda|1|Feminino|1992|27|01|18|1|10|31|3135209|2|0|||||||||18JAN2010:00:00:00|0|0|0|0||1|1|0|0||0|||||||||||||||||||||||||||||||||1|1|0|1|1|0|2010
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|96981|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS|3|1|1|6603780|400009345672|1|Branca|0|Masculino|1992|03|04|18|1|10|31|3143302|2|0|||||||||26MAR2010:00:00:00|0|0|0|0||1|1|0|0||0|||||||||||||||||||||||||||||||||1|1|0|1|1|0|2010
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|96981|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS|3|1|1|6978029|400009429187|6|Não dispõe da informação|0|Masculino|1992|30|07|18|1|10|31|3132107|2|0|||||||||20AUG2010:00:00:00|0|0|0|0||2|0|1|0||0|||||||||||||||||||||||||||||||||1|1|0|1|1|0|2010
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|96981|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS|3|1|1|7000225|400009433596|6|Não dispõe da informação|1|Feminino|1989|31|05|21|1|10|29|2911709|2|0|||||||||05AUG2010:00:00:00|0|0|0|0||2|0|1|0||0|||||||||||||||||||||||||||||||||1|1|0|1|1|0|2010
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|96981|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS|3|1|1|7007394|400009435561|6|Não dispõe da informação|0|Masculino|1991|12|10|19|1|10|31|3158508|2|0|||||||||06AUG2010:00:00:00|0|0|0|0||2|0|1|0||0|||||||||||||||||||||||||||||||||1|1|0|1|1|0|2010
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|96981|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS|3|1|1|6970436|400009428304|3|Parda|0|Masculino|1992|14|02|18|1|10|31|3135209|2|0|||||||||23JUL2010:00:00:00|0|0|0|0||2|0|1|0||0|||||||||||||||||||||||||||||||||1|1|0|1|1|0|2010
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|96981|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS|3|1|1|7011187|400009436192|6|Não dispõe da informação|0|Masculino|1991|12|10|19|1|10|31|3109907|2|0|||||||||23JUN2010:00:00:00|0|0|0|0||2|0|1|0||0|||||||||||||||||||||||||||||||||1|1|0|1|1|0|2010
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|96981|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS|3|1|1|1372145|400003255241|0|Não declarado|0|Masculino|1987|08|01|23|1|10|31|3135209|4|0|||||||||01FEB2007:00:00:00|0|0|0|0||3|1|0|0||0|||||||||||||||||||||||||||||||||2|0|0|0|0|0|2007
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|96981|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS|3|1|1|1372542|400003255771|0|Não declarado|0|Masculino|1988|11|05|22|1|10|31|3135209|6|0|||||||||01FEB2007:00:00:00|0|0|0|0||3|1|0|0||0|||||||||||||||||||||||||||||||||1|1|1|0|0|0|2007
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|96981|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS|3|1|1|1362081|400003242363|0|Não declarado|0|Masculino|1988|28|05|22|1|10|31|3135209|6|0|||||||||01AUG2006:00:00:00|0|0|0|0||3|1|0|0||0|||||||||||||||||||||||||||||||||2|1|1|0|0|0|2006
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|96981|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS|3|1|1|1390174|400003279621|0|Não declarado|0|Masculino|1986|23|08|24|1|10|31|3132107|6|0|||||||||01FEB2007:00:00:00|0|0|0|0||3|1|0|0||0|||||||||||||||||||||||||||||||||1|1|1|0|0|0|2007
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|96981|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS|3|1|1|1386134|400003274232|0|Não declarado|1|Feminino|1989|19|04|21|1|10|31|3139300|6|0|||||||||01FEB2007:00:00:00|0|0|0|0||3|1|0|0||0|||||||||||||||||||||||||||||||||1|1|1|0|0|0|2007
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|96981|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS|3|1|1|1533023|400003482815|1|Branca|0|Masculino|1990|02|04|20|1|10|31|3143302|2|0|||||||||11FEB2008:00:00:00|0|0|0|0||2|1|0|0||0|||||||||||||||||||||||||||||||||1|1|0|0|0|0|2008
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|96981|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS|3|1|1|1528913|400003477105|1|Branca|0|Masculino|1973|03|07|37|1|10|31|3157005|4|0|||||||||11FEB2008:00:00:00|0|0|0|0||2|1|0|0||0|||||||||||||||||||||||||||||||||2|0|0|0|0|0|2008
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|96981|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS|3|1|1|1523568|400003469903|6|Não dispõe da informação|0|Masculino|1987|15|03|23|1|10|31|3135209|2|0|||||||||01AUG2007:00:00:00|0|0|0|0||1|1|0|0||0|||||||||||||||||||||||||||||||||1|1|0|0|0|0|2007
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|96981|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS|3|1|1|1565314|400003526463|0|Não declarado|0|Masculino|1984|31|03|26|1|10|31|3135209|4|0|||||||||09FEB2009:00:00:00|0|0|0|0||2|1|0|0||0|||||||||||||||||||||||||||||||||2|0|0|0|0|0|2009
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|96981|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS|3|1|1|1557028|400003515363|6|Não dispõe da informação|0|Masculino|1981|06|06|29|1|10|35|3550308|4|0|||||||||01AUG2007:00:00:00|0|0|0|0||1|1|0|0||0|||||||||||||||||||||||||||||||||2|0|0|0|0|0|2007
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|96981|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS|3|1|1|1568020|400003530285|3|Parda|0|Masculino|1987|31|08|23|1|10|31|3142700|2|0|||||||||09FEB2009:00:00:00|0|0|0|0||2|1|0|0||0|||||||||||||||||||||||||||||||||1|1|0|0|0|0|2009
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|96981|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS|3|1|1|1569790|400003532755|3|Parda|0|Masculino|1989|03|06|21|1|10|31|3135209|2|0|||||||||09FEB2009:00:00:00|0|0|0|0||1|1|0|0||0|||||||||||||||||||||||||||||||||2|1|0|0|0|0|2009
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|96981|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS|3|1|1|1570186|400003533290|1|Branca|0|Masculino|1979|15|10|31|1|10|31|3135209|2|0|||||||||09FEB2009:00:00:00|0|0|0|0||1|1|0|0||0|||||||||||||||||||||||||||||||||1|1|0|0|0|0|2009
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|96981|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS|3|1|1|1570573|400003533798|0|Não declarado|0|Masculino|1981|17|06|29|1|10|35|3513801|4|0|||||||||03AUG2009:00:00:00|0|0|0|0||1|1|0|0||0|||||||||||||||||||||||||||||||||1|0|0|0|0|0|2009
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|96981|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS|3|1|1|6827564|400009105965|3|Parda|0|Masculino|1984|30|06|26|1|10|31|3135209|4|0|||||||||15MAR2010:00:00:00|0|0|0|0||1|0|1|0||0|||||||||||||||||||||||||||||||||1|0|0|1|1|0|2010
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|96981|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS|3|1|1|6814615|400009381591|0|Não declarado|1|Feminino|1990|02|08|20|1|10|||4|0|||||||||08FEB2010:00:00:00|0|0|0|0||1|0|1|0||0|||||||||||||||||||||||||||||||||0|0|0|1|1|0|2010
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|96981|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS|3|1|1|6831432|400009386439|2|Preta|1|Feminino|1992|12|02|18|1|10|22|2201960|4|0|||||||||20JAN2010:00:00:00|0|0|0|0||1|1|0|0||0|||||||||||||||||||||||||||||||||1|0|0|1|1|0|2010
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|96981|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS|3|1|1|6824469|400009384496|6|Não dispõe da informação|0|Masculino|1992|11|08|18|1|10|31|3143302|4|0|||||||||18JAN2010:00:00:00|0|0|0|0||1|1|0|0||0|||||||||||||||||||||||||||||||||1|0|0|1|1|0|2010
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|96981|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS|3|1|1|7090554|400009461508|6|Não dispõe da informação|0|Masculino|1992|14|04|18|1|10|31|3135209|2|0|||||||||17AUG2010:00:00:00|0|0|0|0||2|0|1|0||0|||||||||||||||||||||||||||||||||1|1|0|1|1|0|2010
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|99503|MATEMÁTICA|2|1|1|4995956|400003477909|3|Parda|1|Feminino|1985|01|01|25|1|10|31|3162401|4|0|||||||||11AUG2008:00:00:00|0|0|0|0||3|1|0|0||0|||||||||||||||||||||||||||||||||2|0|0|0|0|0|2008
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|99503|MATEMÁTICA|2|1|1|4996129|400003480294|6|Não dispõe da informação|1|Feminino|1978|06|11|32|1|10|31|3108602|2|0|||||||||11FEB2008:00:00:00|0|0|0|0||3|1|0|0||0|||||||||||||||||||||||||||||||||1|1|0|0|0|0|2008
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|99503|MATEMÁTICA|2|1|1|5067320|400003257910|3|Parda|0|Masculino|1983|22|01|27|1|10|35|3550308|2|0|||||||||05FEB2007:00:00:00|0|0|0|0||3|1|0|0||0|||||||||||||||||||||||||||||||||1|1|0|0|0|0|2007
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|99503|MATEMÁTICA|2|1|1|5061975|400003253883|6|Não dispõe da informação|1|Feminino|1977|19|10|33|1|10|31|3135209|4|0|||||||||11FEB2008:00:00:00|0|0|0|0||3|1|0|0||0|||||||||||||||||||||||||||||||||2|0|0|0|0|0|2008
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|99503|MATEMÁTICA|2|1|1|5021855|400003265463|1|Branca|0|Masculino|1981|28|10|29|1|10|35|3550308|2|0|||||||||05FEB2007:00:00:00|0|0|0|0||3|1|0|0||0|||||||||||||||||||||||||||||||||1|1|0|0|0|0|2007
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|99503|MATEMÁTICA|2|1|1|5615658|400003522100|6|Não dispõe da informação|1|Feminino|1971|16|01|39|1|10|31|3135209|4|0|||||||||01AUG2007:00:00:00|0|0|0|0||3|1|0|0||0|||||||||||||||||||||||||||||||||2|0|0|0|0|0|2007
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|99503|MATEMÁTICA|2|1|1|6260094|400009239798|3|Parda|1|Feminino|1991|14|06|19|1|10|31|3139300|2|0|||||||||17MAR2010:00:00:00|0|0|0|0||3|1|0|0||0|||||||||||||||||||||||||||||||||1|1|0|1|1|0|2010
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|99503|MATEMÁTICA|2|1|1|1372563|400003255794|6|Não dispõe da informação|0|Masculino|1988|16|07|22|1|10|31|3135209|6|0|||||||||05FEB2007:00:00:00|0|0|0|0||3|1|0|0||0|||||||||||||||||||||||||||||||||1|1|1|0|0|0|2007
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|99503|MATEMÁTICA|2|1|1|1375338|400003259424|6|Não dispõe da informação|0|Masculino|1986|17|04|24|1|10|31|3135209|2|0|||||||||05FEB2007:00:00:00|0|0|0|0||3|1|0|0||0|||||||||||||||||||||||||||||||||1|1|0|0|0|0|2007
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|99503|MATEMÁTICA|2|1|1|1502702|400003443291|1|Branca|1|Feminino|1987|19|11|23|1|10|31|3135209|2|0|||||||||05FEB2007:00:00:00|0|0|0|0||3|1|0|0||0|||||||||||||||||||||||||||||||||1|1|0|0|0|0|2007
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|99503|MATEMÁTICA|2|1|1|1518141|400003462803|1|Branca|1|Feminino|1987|02|05|23|1|10|31|3142700|2|0|||||||||01AUG2007:00:00:00|1|0|0|0||3|1|0|0||0|||||||||||||||||||||||||0|0|1|0|||0||1|1|0|0|0|0|2007
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|99503|MATEMÁTICA|2|1|1|1526051|400003473275|1|Branca|0|Masculino|1987|17|11|23|1|10|31|3135209|2|0|||||||||11FEB2008:00:00:00|0|0|0|0||3|1|0|0||0|||||||||||||||||||||||||||||||||1|1|0|0|0|0|2008
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|99503|MATEMÁTICA|2|1|1|1525109|400003472030|5|Indígena|0|Masculino|1989|09|03|21|1|10|31|3132107|2|0|||||||||11FEB2008:00:00:00|0|0|0|0||3|1|0|0||0|||||||||||||||||||||||||||||||||1|1|0|0|0|0|2008
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|99503|MATEMÁTICA|2|1|1|1517225|400003461648|3|Parda|0|Masculino|1983|23|04|27|1|10|31|3135209|2|0|||||||||01AUG2007:00:00:00|0|0|0|0||3|1|0|0||0|||||||||||||||||||||||||||||||||1|1|0|0|0|0|2007
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|99503|MATEMÁTICA|2|1|1|1522850|400003468934|3|Parda|0|Masculino|1989|04|12|21|1|10|31|3142700|2|0|||||||||11FEB2008:00:00:00|0|0|0|0||3|1|0|0||0|||||||||||||||||||||||||||||||||1|1|0|0|0|0|2008
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|99503|MATEMÁTICA|2|1|1|1522881|400003468980|3|Parda|1|Feminino|1985|14|12|25|1|10|31|3135209|2|0|||||||||11FEB2008:00:00:00|0|0|0|0||3|1|0|0||0|||||||||||||||||||||||||||||||||1|1|0|0|0|0|2008
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|99503|MATEMÁTICA|2|1|1|1517758|400003462331|4|Amarela|1|Feminino|1987|12|03|23|1|10|31|3135209|2|0|||||||||01AUG2007:00:00:00|0|0|0|0||3|1|0|0||0|||||||||||||||||||||||||||||||||1|1|0|0|0|0|2007
3188|INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS|1|Pública Federal|4|Instituto Federal de Educação, Ciência e Tecnologia|99503|MATEMÁTICA|2|1|1|1529333|400003477664|3|Parda|1|Feminino|1988|23|08|22|1|10|31|3161106|2|0|||||||||11FEB2008:00:00:00|0|0|0|0||3|1|0|0||0|||||||||||||||||||||||||||||||||1|1|0|0|0|0|2008
